"Date","Price","Open","High","Low","Vol.","Change %"
"04/16/2019","896.7","903.5","912.6","895.1","38.25K","-0.43%"
"04/15/2019","900.6","900.5","903.5","891.2","29.62K","0.07%"
"04/12/2019","900.0","890.1","902.4","889.8","33.74K","0.80%"
"04/11/2019","892.9","909.9","910.7","887.4","46.27K","-2.17%"
"04/10/2019","912.7","914.4","920.0","910.5","29.54K","-0.39%"
"04/09/2019","916.3","917.0","924.5","913.6","39.09K","-0.34%"
"04/08/2019","919.4","912.0","926.4","911.4","43.19K","1.76%"
"04/05/2019","903.5","909.1","919.7","902.1","42.03K","-0.50%"
"04/04/2019","908.0","915.0","917.3","897.7","46.75K","-0.94%"
"04/03/2019","916.6","910.2","922.9","910.2","39.38K","0.88%"
"04/02/2019","908.6","911.5","915.2","895.1","38.79K","0.01%"
"04/01/2019","908.5","915.0","926.7","906.0","36.84K","1.10%"
"03/29/2019","898.6","888.8","901.0","888.8","15.78K","1.43%"
"03/28/2019","885.9","893.0","895.9","882.5","34.07K","-1.28%"
"03/27/2019","897.4","898.6","903.9","885.7","38.11K","-0.31%"
"03/26/2019","900.2","888.8","910.7","881.0","34.82K","1.31%"
"03/25/2019","888.6","887.5","889.4","880.7","31.65K","-0.57%"
"03/22/2019","893.7","887.9","898.5","886.6","34.51K","0.16%"
"03/21/2019","892.3","907.6","910.2","883.9","29.18K","-1.59%"
"03/20/2019","906.7","905.0","914.5","902.5","35.03K","0.28%"
"03/19/2019","904.2","894.8","914.0","889.4","44.44K","1.60%"
"03/18/2019","890.0","888.3","899.4","878.6","35.89K","0.14%"
"03/15/2019","888.8","895.0","897.3","888.2","38.11K","-0.28%"
"03/14/2019","891.3","912.6","912.6","885.5","50.30K","-2.57%"
"03/13/2019","914.8","910.0","917.8","896.3","42.65K","0.46%"
"03/12/2019","910.6","907.5","920.9","906.0","42.93K","1.41%"
"03/11/2019","897.9","915.9","919.3","897.3","40.38K","-1.78%"
"03/08/2019","914.2","932.0","932.0","912.3","36.28K","-1.33%"
"03/07/2019","926.5","947.0","947.0","917.5","53.07K","-2.99%"
"03/06/2019","955.1","960.0","965.0","950.4","45.60K","-0.82%"
"03/05/2019","963.0","950.0","969.0","948.6","63.69K","2.27%"
"03/04/2019","941.6","939.7","955.6","935.1","33.46K","0.68%"
"03/01/2019","935.2","925.5","949.4","925.1","44.24K","0.66%"
"02/28/2019","929.1","924.0","930.7","921.4","16.24K","0.48%"
"02/27/2019","924.7","914.4","928.9","912.2","31.47K","1.18%"
"02/26/2019","913.9","914.7","919.9","910.3","29.98K","-0.01%"
"02/25/2019","914.0","922.3","931.5","909.2","38.31K","-0.41%"
"02/22/2019","917.8","908.2","928.8","908.2","36.52K","0.72%"
"02/21/2019","911.2","910.8","916.8","904.9","36.36K","-0.36%"
"02/20/2019","914.5","900.0","916.8","899.4","40.16K","1.77%"
"02/19/2019","898.6","887.4","899.5","884.5","32.00K","1.36%"
"02/18/2019","886.5","880.0","891.4","877.5","31.47K","0.62%"
"02/15/2019","881.0","860.3","884.9","858.3","43.10K","2.07%"
"02/14/2019","863.1","873.5","883.7","860.5","37.75K","-1.56%"
"02/13/2019","876.8","874.6","878.9","868.0","35.95K","0.57%"
"02/12/2019","871.8","882.3","884.8","860.3","46.75K","-1.62%"
"02/11/2019","886.2","900.5","900.9","881.1","39.30K","-1.06%"
"02/08/2019","895.7","918.8","918.8","888.2","45.99K","-2.70%"
"02/07/2019","920.6","923.6","929.8","917.7","38.09K","-0.22%"
"02/06/2019","922.6","935.5","956.4","920.3","47.09K","-1.24%"
"02/05/2019","934.2","945.7","951.3","921.5","50.46K","-1.52%"
"02/04/2019","948.6","908.0","950.0","903.1","61.99K","4.61%"
"02/01/2019","906.8","878.7","908.1","876.6","41.20K","3.41%"
"01/31/2019","876.9","871.0","879.8","870.6","14.09K","0.17%"
"01/30/2019","875.4","870.0","882.8","866.5","38.42K","1.41%"
"01/29/2019","863.2","848.0","867.1","839.3","37.03K","3.08%"
"01/28/2019","837.4","843.2","847.0","836.6","27.87K","-0.64%"
"01/25/2019","842.8","835.4","846.1","832.5","27.70K","1.40%"
"01/24/2019","831.2","829.9","833.0","820.5","29.51K","0.25%"
"01/23/2019","829.1","824.3","832.8","823.2","24.93K","0.69%"
"01/22/2019","823.4","835.0","835.0","820.3","29.88K","-1.82%"
"01/21/2019","838.7","837.0","843.7","833.7","28.16K","0.00%"
"01/18/2019","838.7","826.6","842.8","825.0","31.99K","2.11%"
"01/17/2019","821.4","823.0","827.9","813.4","30.79K","-0.16%"
"01/16/2019","822.7","830.0","836.9","821.2","35.37K","-0.32%"
"01/15/2019","825.3","809.9","828.7","809.9","31.96K","2.43%"
"01/14/2019","805.7","802.6","809.0","798.6","30.18K","0.05%"
"01/11/2019","805.3","793.6","809.8","792.8","38.61K","2.12%"
"01/10/2019","788.6","794.0","796.5","783.3","27.70K","-0.43%"
"01/09/2019","792.0","788.9","796.5","786.6","30.24K","0.87%"
"01/08/2019","785.2","774.1","788.6","772.3","30.28K","1.19%"
"01/07/2019","776.0","773.0","780.3","769.6","24.66K","0.38%"
"01/04/2019","773.1","760.2","776.5","759.4","31.78K","1.35%"
"01/03/2019","762.8","755.2","765.8","748.5","27.73K","0.62%"
"01/02/2019","758.1","739.0","761.2","736.9","35.64K","2.32%"
"01/01/2019","740.9","745.9","745.9","735.2","4.86K","0.20%"
"12/31/2018","739.4","752.0","755.7","738.1","20.96K","-0.56%"
"12/28/2018","743.6","747.0","748.5","737.1","25.07K","-0.27%"
"12/27/2018","745.6","750.0","752.5","745.0","26.68K","-0.56%"
"12/26/2018","749.8","754.9","757.7","735.0","18.28K","-0.86%"
"12/24/2018","756.3","765.4","766.7","755.0","20.42K","-0.34%"
"12/21/2018","758.9","760.7","764.9","755.2","24.33K","-0.13%"
"12/20/2018","759.9","763.3","765.7","757.1","24.72K","-1.13%"
"12/19/2018","768.6","753.6","770.4","753.6","25.01K","1.32%"
"12/18/2018","758.6","783.5","783.5","756.3","37.33K","-3.26%"
"12/17/2018","784.2","791.5","792.9","783.2","25.34K","-0.85%"
"12/14/2018","790.9","774.3","792.9","772.7","27.24K","2.05%"
"12/13/2018","775.0","774.2","781.8","770.6","29.26K","0.31%"
"12/12/2018","772.6","777.0","779.6","772.0","22.26K","-0.58%"
"12/11/2018","777.1","783.0","791.0","773.5","27.37K","-0.68%"
"12/10/2018","782.4","775.1","787.8","771.9","27.34K","0.14%"
"12/07/2018","781.3","768.0","782.7","766.3","32.57K","1.78%"
"12/06/2018","767.6","785.7","789.0","762.0","37.84K","-3.22%"
"12/05/2018","793.1","783.7","794.0","779.5","32.69K","0.90%"
"12/04/2018","786.0","792.0","804.4","781.0","37.31K","-0.48%"
"12/03/2018","789.8","785.0","799.0","785.0","36.85K","2.91%"
"11/30/2018","767.5","765.0","769.0","763.6","17.63K","0.42%"
"11/29/2018","764.3","760.3","768.0","750.6","33.75K","0.69%"
"11/28/2018","759.1","762.9","766.6","754.0","25.53K","0.26%"
"11/27/2018","757.1","764.0","765.6","756.4","26.27K","-1.14%"
"11/26/2018","765.8","751.9","767.3","751.9","31.40K","0.18%"
"11/23/2018","764.4","759.0","769.2","752.2","24.44K","-0.82%"
"11/22/2018","770.7","779.5","784.2","769.4","27.32K","-1.26%"
"11/21/2018","780.5","787.9","792.2","778.5","30.02K","-0.94%"
"11/20/2018","787.9","798.0","807.0","786.4","35.92K","-1.05%"
"11/19/2018","796.3","809.5","809.5","786.0","34.55K","-2.50%"
"11/16/2018","816.7","811.3","823.2","809.4","30.16K","0.72%"
"11/15/2018","810.9","815.9","828.0","807.8","32.55K","-0.53%"
"11/14/2018","815.2","817.2","818.3","809.7","23.18K","-0.46%"
"11/13/2018","819.0","827.0","838.3","813.4","34.02K","-0.90%"
"11/12/2018","826.4","829.7","834.0","819.3","29.33K","-0.37%"
"11/09/2018","829.5","853.0","853.0","824.0","38.28K","-2.94%"
"11/08/2018","854.6","846.3","856.6","842.8","19.30K","0.71%"
"11/07/2018","848.6","855.0","855.0","847.1","5.15K","-1.44%"
"11/06/2018","861.0","856.7","869.0","856.2","31.55K","0.64%"
"11/05/2018","855.5","865.8","865.8","853.7","25.92K","-1.71%"
"11/02/2018","870.4","863.7","881.0","863.4","37.69K","0.39%"
"11/01/2018","867.0","856.9","872.2","850.6","38.02K","1.08%"
"10/31/2018","857.7","866.0","869.9","856.4","15.64K","-0.24%"
"10/30/2018","859.8","861.8","866.7","856.2","32.16K","0.34%"
"10/29/2018","856.9","865.0","868.0","855.6","29.34K","-0.84%"
"10/26/2018","864.2","885.0","890.0","861.5","43.25K","-2.55%"
"10/25/2018","886.8","894.6","897.3","885.2","35.96K","-0.59%"
"10/24/2018","892.1","909.7","915.3","891.0","36.35K","-1.60%"
"10/23/2018","906.6","914.0","916.8","905.2","28.60K","-1.08%"
"10/22/2018","916.5","919.7","928.1","914.0","33.24K","0.24%"
"10/19/2018","914.3","910.2","925.3","908.5","39.13K","0.87%"
"10/18/2018","906.4","903.0","916.9","895.0","19.96K","0.03%"
"10/17/2018","906.1","916.6","924.3","904.0","34.99K","-1.12%"
"10/16/2018","916.4","921.2","922.7","911.7","33.03K","-1.02%"
"10/15/2018","925.8","939.6","943.5","924.4","34.93K","-0.75%"
"10/12/2018","932.8","937.4","948.4","927.3","32.40K","-0.36%"
"10/11/2018","936.2","940.0","942.0","917.4","43.10K","-0.75%"
"10/10/2018","943.3","956.9","960.9","941.1","37.27K","-1.75%"
"10/09/2018","960.1","942.0","963.3","939.5","41.23K","2.50%"
"10/08/2018","936.7","925.0","938.8","921.0","30.63K","-0.37%"
"10/05/2018","940.2","922.0","944.9","911.7","43.65K","1.53%"
"10/04/2018","926.0","952.8","959.5","917.1","45.51K","-2.77%"
"10/03/2018","952.4","916.4","954.0","911.1","44.57K","4.22%"
"10/01/2018","913.8","913.1","921.5","901.2","50.71K","0.84%"
"09/28/2018","906.2","911.8","916.8","902.7","18.06K","0.07%"
"09/27/2018","905.6","920.0","925.5","903.3","38.15K","-1.99%"
"09/26/2018","924.0","933.3","944.8","922.3","37.32K","-1.38%"
"09/25/2018","936.9","938.2","940.9","925.6","28.25K","0.76%"
"09/24/2018","929.8","949.0","955.0","927.0","39.86K","-2.58%"
"09/21/2018","954.4","910.0","956.9","910.0","64.52K","5.24%"
"09/20/2018","906.9","900.0","908.5","897.4","19.45K","1.07%"
"09/19/2018","897.3","904.0","913.4","896.2","37.13K","-0.09%"
"09/18/2018","898.1","890.9","904.5","889.1","41.48K","1.03%"
"09/17/2018","888.9","892.7","898.1","886.6","44.15K","-0.50%"
"09/14/2018","893.4","903.0","911.3","892.0","46.65K","-0.85%"
"09/13/2018","901.1","909.5","912.8","900.2","23.80K","-0.50%"
"09/12/2018","905.6","887.5","908.6","886.1","52.64K","2.05%"
"09/11/2018","887.4","901.3","903.0","885.3","46.75K","-1.49%"
"09/10/2018","900.8","888.1","904.6","888.1","42.74K","1.36%"
"09/07/2018","888.7","890.1","896.0","879.6","52.94K","-0.84%"
"09/06/2018","896.2","896.0","905.0","891.1","42.09K","0.22%"
"09/05/2018","894.2","890.9","903.9","887.5","43.27K","0.26%"
"09/04/2018","891.9","909.8","910.4","887.1","51.37K","-2.24%"
"09/03/2018","912.3","907.9","914.0","902.2","34.24K","-0.83%"
"08/31/2018","919.9","939.1","941.3","917.0","16.60K","-1.97%"
"08/30/2018","938.4","947.5","951.8","934.0","31.85K","-0.67%"
"08/29/2018","944.7","952.5","955.9","942.4","33.37K","-0.69%"
"08/28/2018","951.3","931.5","953.5","931.5","46.58K","2.05%"
"08/27/2018","932.2","936.0","937.4","930.0","16.70K","-0.16%"
"08/24/2018","933.7","932.9","938.0","926.1","42.70K","0.88%"
"08/23/2018","925.6","939.2","939.2","921.9","42.32K","-2.01%"
"08/22/2018","944.6","946.8","950.5","938.2","20.92K","0.23%"
"08/21/2018","942.4","948.3","959.0","938.8","40.35K","-0.43%"
"08/20/2018","946.5","946.6","955.0","940.8","34.95K","-0.01%"
"08/17/2018","946.6","931.3","950.7","922.5","43.26K","1.52%"
"08/16/2018","932.4","934.0","945.0","915.0","43.40K","-0.46%"
"08/14/2018","936.7","944.8","948.3","935.0","38.10K","-1.00%"
"08/13/2018","946.2","957.6","968.5","941.2","43.98K","-0.66%"
"08/10/2018","952.5","956.9","958.2","938.2","38.98K","0.04%"
"08/09/2018","952.1","961.0","969.5","950.4","39.10K","-0.85%"
"08/08/2018","960.3","952.0","962.5","951.6","40.71K","0.99%"
"08/07/2018","950.9","940.0","954.4","936.6","40.20K","1.02%"
"08/06/2018","941.3","921.3","943.8","913.7","42.69K","1.63%"
"08/03/2018","926.2","915.8","928.7","900.1","61.86K","1.08%"
"08/02/2018","916.3","919.3","927.7","911.6","48.32K","0.12%"
"08/01/2018","915.2","958.1","960.0","913.0","45.83K","-3.16%"
"07/31/2018","945.1","944.6","949.5","943.1","14.80K","-0.19%"
"07/30/2018","946.9","942.5","948.0","933.0","29.50K","0.59%"
"07/27/2018","941.3","942.6","948.3","938.6","31.27K","-0.07%"
"07/26/2018","942.0","934.5","943.4","930.4","31.29K","0.57%"
"07/25/2018","936.7","932.0","946.3","928.5","34.34K","0.26%"
"07/24/2018","934.3","921.4","943.6","918.4","39.55K","1.73%"
"07/23/2018","918.4","924.8","934.2","916.8","39.75K","-0.85%"
"07/20/2018","926.3","922.0","934.7","918.4","36.03K","0.32%"
"07/19/2018","923.3","928.5","930.3","907.3","44.58K","-1.14%"
"07/18/2018","933.9","928.0","935.2","910.6","44.41K","1.12%"
"07/17/2018","923.6","943.9","943.9","918.7","38.97K","-0.74%"
"07/16/2018","930.5","949.2","950.6","929.2","30.38K","-2.40%"
"07/13/2018","953.4","968.6","971.3","951.3","45.50K","-1.75%"
"07/12/2018","970.4","963.7","984.7","963.7","50.13K","1.23%"
"07/11/2018","958.6","968.2","968.2","934.3","40.77K","-1.28%"
"07/10/2018","971.0","970.0","976.6","962.0","39.51K","0.69%"
"07/09/2018","964.3","966.5","975.5","959.5","42.21K","0.56%"
"07/06/2018","958.9","968.5","976.1","954.1","47.77K","-1.85%"
"07/05/2018","977.0","971.2","987.5","964.2","46.20K","0.63%"
"07/04/2018","970.9","989.9","992.0","961.7","48.31K","-1.38%"
"07/03/2018","984.5","1,002.8","1,012.2","982.6","48.67K","-1.71%"
"07/02/2018","1,001.6","1,020.9","1,020.9","998.4","35.99K","-2.04%"
"06/29/2018","1,022.5","1,019.8","1,028.8","1,017.9","16.20K","1.06%"
"06/28/2018","1,011.8","1,025.1","1,030.3","1,008.3","39.81K","-0.72%"
"06/27/2018","1,019.1","1,009.0","1,026.8","991.2","49.46K","0.55%"
"06/26/2018","1,013.5","1,006.1","1,014.9","988.5","44.41K","1.15%"
"06/25/2018","1,002.0","1,033.1","1,036.0","999.0","37.63K","-3.54%"
"06/22/2018","1,038.8","1,020.1","1,040.0","1,020.1","36.75K","2.02%"
"06/21/2018","1,018.2","1,017.5","1,027.6","1,010.5","40.81K","0.35%"
"06/20/2018","1,014.6","1,002.7","1,018.8","1,002.3","42.45K","1.57%"
"06/19/2018","998.9","1,018.9","1,020.0","993.8","47.39K","-1.74%"
"06/18/2018","1,016.6","1,027.0","1,040.0","1,014.0","36.32K","-1.32%"
"06/15/2018","1,030.2","1,034.4","1,044.5","1,026.4","44.82K","-0.19%"
"06/14/2018","1,032.2","1,047.5","1,047.6","1,020.1","52.09K","-2.09%"
"06/13/2018","1,054.2","1,028.0","1,057.9","1,024.3","41.75K","2.45%"
"06/12/2018","1,029.0","1,031.1","1,036.6","1,021.3","33.17K","0.04%"
"06/11/2018","1,028.6","1,038.7","1,041.0","1,026.7","31.38K","-1.39%"
"06/08/2018","1,043.1","1,040.6","1,046.9","1,030.7","36.57K","0.30%"
"06/07/2018","1,040.0","1,049.2","1,063.5","1,034.0","50.07K","-0.33%"
"06/06/2018","1,043.4","1,051.0","1,057.7","1,042.5","33.98K","-1.31%"
"06/05/2018","1,057.3","1,032.5","1,060.0","1,030.2","48.16K","1.85%"
"06/04/2018","1,038.1","1,032.8","1,039.2","1,022.8","44.65K","0.76%"
"06/01/2018","1,030.3","1,030.5","1,033.7","1,015.4","53.71K","0.99%"
"05/31/2018","1,020.2","1,005.6","1,025.3","1,005.6","16.07K","0.67%"
"05/30/2018","1,013.4","1,001.2","1,020.0","988.3","45.26K","0.86%"
"05/29/2018","1,004.8","999.4","1,024.8","999.4","39.53K","0.90%"
"05/28/2018","995.8","990.1","1,000.0","988.4","14.85K","0.17%"
"05/25/2018","994.1","1,015.0","1,021.8","992.6","35.95K","-2.14%"
"05/24/2018","1,015.8","1,000.3","1,017.4","990.7","43.14K","1.99%"
"05/23/2018","996.0","1,001.1","1,003.6","985.2","46.46K","-0.94%"
"05/22/2018","1,005.5","995.7","1,007.2","988.8","34.05K","0.55%"
"05/21/2018","1,000.0","992.0","1,002.4","992.0","29.27K","0.43%"
"05/18/2018","995.7","997.0","1,010.0","991.1","45.76K","0.77%"
"05/17/2018","988.1","981.3","998.0","978.0","39.44K","1.01%"
"05/16/2018","978.2","984.0","992.0","976.0","29.10K","-0.73%"
"05/15/2018","985.4","973.0","995.4","967.4","50.69K","0.93%"
"05/14/2018","976.3","949.6","982.7","949.6","44.13K","3.04%"
"05/11/2018","947.5","932.5","949.9","927.0","26.88K","1.95%"
"05/10/2018","929.4","934.1","937.2","927.7","24.17K","-0.89%"
"05/09/2018","937.7","933.2","938.8","927.2","24.24K","0.50%"
"05/08/2018","933.0","942.9","948.8","921.8","34.30K","-0.42%"
"05/07/2018","936.9","932.5","946.0","932.5","11.81K","0.30%"
"05/04/2018","934.1","934.0","939.7","922.8","34.84K","0.77%"
"05/03/2018","927.0","928.0","946.7","920.0","40.79K","-0.76%"
"05/02/2018","934.1","927.0","939.5","925.8","31.34K","1.51%"
"05/01/2018","920.2","914.9","924.4","910.5","24.20K","0.38%"
"04/30/2018","916.7","916.8","925.9","914.1","14.73K","-0.73%"
"04/27/2018","923.4","951.8","951.8","916.0","44.68K","-3.19%"
"04/26/2018","953.8","946.3","955.0","922.6","46.87K","0.71%"
"04/25/2018","947.1","940.0","949.9","930.6","40.52K","1.48%"
"04/24/2018","933.3","950.3","957.6","930.1","56.26K","-1.71%"
"04/23/2018","949.5","980.2","984.2","920.5","89.13K","-3.20%"
"04/20/2018","980.9","976.3","989.5","957.4","76.70K","-1.63%"
"04/19/2018","997.2","1,019.8","1,095.2","976.4","165.44K","-0.54%"
"04/18/2018","1,002.6","938.1","1,040.5","935.4","135.72K","7.00%"
"04/17/2018","937.0","925.2","938.8","910.1","66.66K","1.07%"
"04/16/2018","927.1","907.3","939.2","907.3","59.59K","2.45%"
"04/13/2018","904.9","899.3","916.0","899.3","42.60K","0.87%"
"04/12/2018","897.1","898.6","903.0","881.4","53.26K","-0.19%"
"04/11/2018","898.8","886.4","904.2","883.5","51.46K","1.07%"
"04/10/2018","889.3","875.0","893.0","874.1","38.74K","1.91%"
"04/09/2018","872.6","855.2","874.5","852.5","42.71K","1.36%"
"04/06/2018","860.9","857.2","863.4","841.6","52.39K","-0.31%"
"04/05/2018","863.6","861.0","875.3","857.0","41.88K","0.89%"
"04/04/2018","856.0","876.2","877.7","846.4","58.21K","-2.37%"
"04/03/2018","876.8","881.2","886.5","874.4","41.25K","-0.31%"
"04/02/2018","879.5","872.2","882.8","872.2","19.23K","1.10%"
"03/29/2018","869.9","869.9","869.9","869.9","","3.39%"
"03/28/2018","841.4","840.3","844.5","836.5","19.42K","0.32%"
"03/27/2018","838.7","843.9","851.4","836.3","39.75K","-0.12%"
"03/26/2018","839.7","840.4","843.5","830.4","38.29K","-0.45%"
"03/23/2018","843.5","853.2","859.6","841.1","54.84K","-1.48%"
"03/22/2018","856.2","878.8","882.0","849.2","56.02K","-2.36%"
"03/21/2018","876.9","875.5","884.9","861.0","50.67K","0.10%"
"03/20/2018","876.0","874.8","885.5","871.6","40.32K","-0.28%"
"03/19/2018","878.5","880.4","884.0","868.5","38.45K","-0.58%"
"03/16/2018","883.6","881.1","894.0","877.6","44.05K","-0.10%"
"03/15/2018","884.5","892.0","892.8","877.6","39.74K","-1.07%"
"03/14/2018","894.1","900.7","908.0","890.3","45.50K","-0.45%"
"03/13/2018","898.1","887.0","899.5","882.4","44.87K","1.27%"
"03/12/2018","886.8","892.4","907.5","885.0","43.63K","-1.10%"
"03/09/2018","896.7","856.6","901.4","855.8","75.16K","4.41%"
"03/08/2018","858.8","878.0","878.0","853.5","58.27K","-2.16%"
"03/07/2018","877.8","888.0","888.0","866.6","41.47K","-0.56%"
"03/06/2018","882.7","860.0","887.6","856.0","39.79K","1.11%"
"03/05/2018","873.0","873.4","875.3","861.8","42.09K","-0.78%"
"03/02/2018","879.9","876.3","881.4","872.7","17.64K","0.71%"
"03/01/2018","873.7","895.0","899.5","870.0","51.00K","-2.68%"
"02/28/2018","897.8","896.6","900.9","890.9","14.61K","-0.02%"
"02/27/2018","898.0","897.5","906.5","889.5","43.11K","-0.11%"
"02/26/2018","899.0","891.7","907.3","888.2","42.87K","1.02%"
"02/23/2018","889.9","891.1","894.9","884.1","36.78K","-0.61%"
"02/22/2018","895.4","888.0","896.3","871.1","48.13K","0.18%"
"02/21/2018","893.8","878.5","899.5","866.9","54.61K","1.56%"
"02/20/2018","880.1","874.2","892.6","868.6","50.01K","0.55%"
"02/19/2018","875.3","884.0","892.1","873.4","35.82K","-1.32%"
"02/16/2018","887.0","898.0","907.0","879.2","55.05K","-1.54%"
"02/15/2018","900.9","900.4","917.8","890.5","67.88K","0.74%"
"02/14/2018","894.3","862.6","903.0","861.6","72.77K","3.76%"
"02/13/2018","861.9","847.5","870.0","847.5","30.05K","2.46%"
"02/12/2018","841.2","837.6","845.7","833.6","33.57K","0.86%"
"02/09/2018","834.0","840.9","842.6","822.1","49.47K","-1.78%"
"02/08/2018","849.1","845.3","852.7","827.8","54.71K","0.08%"
"02/07/2018","848.4","857.9","872.3","844.6","55.62K","-0.81%"
"02/06/2018","855.3","871.2","871.2","852.5","49.42K","-2.56%"
"02/05/2018","877.8","861.2","886.2","858.2","50.01K","1.27%"
"02/02/2018","866.8","890.1","895.2","847.6","67.14K","-3.09%"
"02/01/2018","894.4","861.8","897.9","854.5","51.49K","3.81%"
"01/31/2018","861.6","855.4","864.7","853.5","17.31K","1.19%"
"01/30/2018","851.5","870.1","870.8","846.1","50.53K","-3.12%"
"01/29/2018","878.9","870.3","888.5","870.3","34.92K","1.23%"
"01/25/2018","868.2","860.6","880.8","854.4","62.91K","1.25%"
"01/24/2018","857.5","820.0","865.2","807.5","83.30K","5.05%"
"01/23/2018","816.3","807.3","820.7","801.8","48.82K","0.64%"
"01/22/2018","811.1","811.4","817.3","807.6","33.13K","0.41%"
"01/19/2018","807.8","790.0","812.8","786.7","46.82K","1.55%"
"01/18/2018","795.5","790.3","802.5","789.4","31.92K","0.67%"
"01/17/2018","790.2","798.6","802.0","789.6","37.30K","-1.54%"
"01/16/2018","802.6","810.0","810.0","782.4","68.50K","-1.86%"
"01/15/2018","817.8","814.0","822.3","814.0","30.58K","1.75%"
"01/12/2018","803.7","803.1","809.7","796.0","42.14K","0.11%"
"01/11/2018","802.8","818.2","821.5","800.7","46.36K","-1.98%"
"01/10/2018","819.0","808.1","837.9","806.8","59.10K","1.65%"
"01/09/2018","805.7","799.8","812.8","795.6","44.42K","0.94%"
"01/08/2018","798.2","790.4","804.9","782.6","46.29K","0.49%"
"01/05/2018","794.3","798.9","800.7","788.1","40.17K","-0.84%"
"01/04/2018","801.0","787.1","806.3","785.5","40.47K","1.28%"
"01/03/2018","790.9","800.0","801.4","784.1","42.64K","-1.59%"
"01/02/2018","803.7","805.5","815.5","797.5","51.69K","-0.67%"
"01/01/2018","809.1","814.0","814.9","806.8","9.38K","3.35%"
"12/29/2017","782.9","783.3","787.8","773.7","20.75K","-0.62%"
"12/28/2017","787.8","766.7","792.0","766.7","40.42K","2.31%"
"12/27/2017","770.0","765.8","772.3","756.0","37.88K","0.30%"
"12/26/2017","767.7","765.0","774.9","762.3","19.35K","-0.30%"
"12/22/2017","770.0","765.1","779.0","763.2","40.94K","-0.04%"
"12/21/2017","770.3","764.8","771.9","756.2","46.69K","0.64%"
"12/20/2017","765.4","753.6","772.9","751.4","50.40K","1.75%"
"12/19/2017","752.2","751.0","755.2","746.3","28.48K","-0.42%"
"12/18/2017","755.4","741.3","758.5","738.6","40.75K","2.21%"
"12/15/2017","739.1","718.8","743.7","715.7","48.93K","2.90%"
"12/14/2017","718.3","715.3","720.8","708.5","26.48K","0.73%"
"12/13/2017","713.1","718.0","722.8","711.0","26.45K","-0.49%"
"12/12/2017","716.6","717.9","723.8","708.1","34.73K","-0.65%"
"12/11/2017","721.3","700.7","722.8","698.7","35.61K","2.11%"
"12/08/2017","706.4","713.7","715.1","701.0","32.70K","-0.52%"
"12/07/2017","710.1","701.0","712.6","692.8","46.21K","1.59%"
"12/06/2017","699.0","700.1","705.7","695.1","41.37K","-0.51%"
"12/05/2017","702.6","730.0","731.8","700.2","55.68K","-4.04%"
"12/04/2017","732.2","732.3","740.6","727.5","32.91K","0.11%"
"12/01/2017","731.4","721.0","737.2","707.1","67.70K","0.54%"
"11/30/2017","727.5","728.8","735.0","716.8","22.48K","-1.01%"
"11/29/2017","734.9","733.4","737.3","723.2","40.50K","0.45%"
"11/28/2017","731.6","733.3","735.8","721.9","38.10K","-1.76%"
"11/27/2017","744.7","767.4","768.4","743.0","52.67K","-3.77%"
"11/24/2017","773.9","769.5","778.9","768.4","39.81K","0.83%"
"11/23/2017","767.5","771.4","771.5","750.3","40.04K","0.18%"
"11/22/2017","766.1","761.0","771.7","754.6","40.23K","-0.08%"
"11/21/2017","766.7","757.2","769.8","752.8","34.97K","1.09%"
"11/20/2017","758.4","748.0","759.8","743.6","40.73K","0.96%"
"11/17/2017","751.2","745.0","754.3","741.1","36.63K","1.36%"
"11/16/2017","741.1","763.6","765.7","737.5","52.48K","-2.49%"
"11/15/2017","760.0","765.8","769.8","747.5","66.50K","-1.40%"
"11/14/2017","770.8","812.8","813.8","769.8","68.68K","-5.69%"
"11/13/2017","817.3","799.0","820.3","799.0","52.62K","3.52%"
"11/10/2017","789.5","802.3","811.0","788.2","44.38K","-1.21%"
"11/09/2017","799.2","816.2","816.2","791.1","61.04K","-2.81%"
"11/08/2017","822.3","822.0","825.8","814.1","41.63K","-0.47%"
"11/07/2017","826.2","828.1","835.4","816.1","53.91K","-1.30%"
"11/06/2017","837.1","828.6","838.4","827.1","41.05K","2.07%"
"11/03/2017","820.1","813.1","827.0","805.5","55.63K","1.42%"
"11/02/2017","808.6","820.4","834.1","798.5","72.82K","-0.87%"
"11/01/2017","815.7","810.3","841.9","810.3","90.47K","6.45%"
"10/31/2017","766.3","751.0","769.8","750.8","17.60K","1.60%"
"10/30/2017","754.2","749.1","755.4","741.7","33.06K","0.56%"
"10/27/2017","750.0","755.5","755.5","737.6","41.67K","-1.68%"
"10/26/2017","762.8","771.7","771.7","752.8","33.05K","-0.39%"
"10/25/2017","765.8","777.9","779.6","763.2","36.33K","-2.00%"
"10/24/2017","781.4","775.0","782.0","770.3","39.17K","1.36%"
"10/23/2017","770.9","762.2","773.0","758.7","40.63K","1.29%"
"10/20/2017","761.1","759.5","785.8","755.8","37.59K","0.62%"
"10/19/2017","756.4","757.0","761.4","753.5","6.02K","0.21%"
"10/18/2017","754.8","763.0","768.0","752.5","45.70K","-0.88%"
"10/17/2017","761.5","765.6","765.6","752.2","40.34K","-0.52%"
"10/16/2017","765.5","755.8","769.8","751.3","52.53K","1.23%"
"10/13/2017","756.2","736.6","757.4","736.6","66.80K","2.15%"
